,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
89349,118583242,,2012,United Kingdom,Chile,48594,23030,Power generation/renewable sources
89319,118576931,,2012,United Kingdom,Brazil,106353,32220,Mineral/Metal prospection and exploration
89320,118577024,,2012,United Kingdom,Brazil,106353,16010,Social/ welfare services
89301,118575882,,2012,United Kingdom,Brazil,612,16010,Social/ welfare services
89314,118576642,,2012,United Kingdom,Brazil,106353,16010,Social/ welfare services
89298,118575707,,2012,United Kingdom,Brazil,2430,16010,Social/ welfare services
89313,118576603,,2012,United Kingdom,Brazil,106353,16010,Social/ welfare services
89302,118575947,,2012,United Kingdom,Brazil,4449,16010,Social/ welfare services
89386,118586361,,2012,United Kingdom,Chile,113036,16010,Social/ welfare services
89328,118578226,,2012,Germany,Thailand,85998,16010,Social/ welfare services
89417,118604918,,2012,United Kingdom,Colombia,4714,16010,Social/ welfare services
90084,119017673,,2012,United States,Brazil,108602,21050,Air transport
89431,118605964,,2012,United Kingdom,Colombia,17798,16010,Social/ welfare services
90094,119018443,,2012,United States,Chile,210498,21050,Air transport
90093,119018387,,2012,United States,Chile,505206,22020,Telecommunications
89284,118574899,,2012,United Kingdom,Brazil,29899,23030,Power generation/renewable sources
90092,119018329,,2012,United States,Brazil,11976,21050,Air transport
90091,119018265,,2012,United States,Brazil,63795,22020,Telecommunications
90090,119018157,,2012,United States,Brazil,58880,23020,Power generation/non-renewable sources
90089,119018088,,2012,United States,Brazil,6873,21050,Air transport
90088,119018011,,2012,United States,Brazil,250261,22020,Telecommunications
90087,119017927,,2012,United States,Brazil,476194,21050,Air transport
90086,119017815,,2012,United States,Brazil,338795,21050,Air transport
90081,119017577,,2012,United States,Brazil,1473,21050,Air transport
90066,118987525,,2012,United States,Thailand,129407,16010,Social/ welfare services
89723,118904477,,2012,United States,India,54983,16010,Social/ welfare services
89691,118878898,,2012,United States,Colombia,18954,16010,Social/ welfare services
89577,118848943,,2012,United States,South Africa,981844,16010,Social/ welfare services
89565,118807212,,2012,United States,Thailand,363555,16010,Social/ welfare services
89440,118606703,,2012,United Kingdom,Colombia,101397,16010,Social/ welfare services
89427,118605707,,2012,United Kingdom,Colombia,2691,16010,Social/ welfare services
89282,118574763,,2012,Germany,Thailand,40883,16010,Social/ welfare services
88477,118279226,,2012,Germany,Brazil,41157,16010,Social/ welfare services
89224,118571259,,2012,United Kingdom,Brazil,127051,23030,Power generation/renewable sources
88475,118278906,,2012,Germany,Brazil,48017,16010,Social/ welfare services
88474,118278788,,2012,Germany,Brazil,12896,16010,Social/ welfare services
88473,118278624,,2012,Germany,Brazil,17835,16010,Social/ welfare services
88471,118194594,,2012,Germany,South Africa,27438,23030,Power generation/renewable sources
88453,118184349,,2012,Japan,Thailand,66555,16010,Social/ welfare services
88415,118181040,,2012,Japan,Thailand,121484,32120,Industrial development
88398,118170314,,2012,Japan,South Africa,111464,16010,Social/ welfare services
88476,118279073,,2012,Germany,Brazil,27438,16010,Social/ welfare services
88388,118163123,,2012,Germany,India,146615080,23030,Power generation/renewable sources
88380,118159131,,2012,Germany,Brazil,13719052,23030,Power generation/renewable sources
88335,118097607,,2012,Germany,South Africa,3909930,16010,Social/ welfare services
88334,118097455,,2012,Germany,South Africa,6859526,16010,Social/ welfare services
88328,118096481,,2012,Germany,South Africa,349836,16010,Social/ welfare services
88327,118096315,,2012,Germany,South Africa,603638,16010,Social/ welfare services
90095,119018530,,2012,United States,Chile,49092,21050,Air transport
88323,118095545,,2012,Germany,South Africa,51446,16010,Social/ welfare services
88381,118159263,,2012,Germany,Brazil,13719052,23030,Power generation/renewable sources
88488,118281395,,2012,Germany,Brazil,42488,16010,Social/ welfare services
88499,118282850,,2012,Germany,Brazil,916366,16010,Social/ welfare services
88522,118298503,,2012,Germany,Chile,78031,16010,Social/ welfare services
89218,118570726,,2012,United Kingdom,Brazil,144299,16010,Social/ welfare services
89217,118570660,,2012,United Kingdom,Brazil,81104,16010,Social/ welfare services
89096,118530167,,2012,United Kingdom,South Africa,1186366,23030,Power generation/renewable sources
89080,118525953,,2012,United Kingdom,India,8768295,23030,Power generation/renewable sources
89079,118525844,,2012,United Kingdom,India,25228630,23020,Power generation/non-renewable sources
89066,118525192,,2012,Germany,South Africa,4664,16010,Social/ welfare services
89059,118524102,,2012,Germany,South Africa,184560,16010,Social/ welfare services
89056,118523748,,2012,United Kingdom,Colombia,269011,23030,Power generation/renewable sources
89054,118523674,,2012,United Kingdom,Colombia,879298,23020,Power generation/non-renewable sources
89041,118521685,,2012,Germany,South Africa,351831,16010,Social/ welfare services
88603,118368866,,2012,Germany,India,23224,16010,Social/ welfare services
88602,118368742,,2012,Germany,India,46700,16010,Social/ welfare services
88601,118368073,,2012,Germany,India,421257,16010,Social/ welfare services
88590,118366532,,2012,Germany,India,102893,16010,Social/ welfare services
88565,118309989,,2012,Germany,Colombia,5224,16010,Social/ welfare services
88546,118307427,,2012,Germany,Colombia,68379,16010,Social/ welfare services
88533,118299889,,2012,Germany,Chile,157653,16010,Social/ welfare services
89241,118572334,,2012,United Kingdom,Brazil,109513,23030,Power generation/renewable sources
90096,119018696,,2012,United States,Chile,63784,23020,Power generation/non-renewable sources
91193,120864264,,2012,United Kingdom,South Africa,9731,16010,Social/ welfare services
90098,119021504,,2012,United States,Colombia,540014,21050,Air transport
91385,120975175,,2012,Germany,Brazil,496878,23030,Power generation/renewable sources
91375,120957487,,2012,Germany,South Africa,1372,16010,Social/ welfare services
91277,120935695,,2012,Germany,Brazil,20579,16010,Social/ welfare services
91267,120935378,,2012,Germany,Brazil,4116,16010,Social/ welfare services
91266,120935348,,2012,Germany,Brazil,4116,16010,Social/ welfare services
91244,120907506,,2012,United Kingdom,India,3032,16010,Social/ welfare services
91230,120875221,,2012,United Kingdom,Thailand,213285,16010,Social/ welfare services
91386,120975211,,2012,Germany,Brazil,425291,23030,Power generation/renewable sources
91229,120875171,,2012,United Kingdom,Thailand,40524,16010,Social/ welfare services
91215,120874593,,2012,United Kingdom,Thailand,1255,16010,Social/ welfare services
91194,120864300,,2012,United Kingdom,South Africa,4787,16010,Social/ welfare services
91159,120862955,,2012,United Kingdom,South Africa,356511,16010,Social/ welfare services
91158,120862915,,2012,United Kingdom,South Africa,802993,16010,Social/ welfare services
91148,120862528,,2012,United Kingdom,South Africa,2512,16010,Social/ welfare services
91145,120862414,,2012,United Kingdom,South Africa,35316,16010,Social/ welfare services
91143,120862341,,2012,United Kingdom,South Africa,63571,16010,Social/ welfare services
91217,120874669,,2012,United Kingdom,Thailand,213229,16010,Social/ welfare services
91387,120975247,,2012,Germany,Brazil,253802,16010,Social/ welfare services
91388,120975277,,2012,Germany,Brazil,147304,16010,Social/ welfare services
91389,120975307,,2012,Germany,Brazil,67228,16010,Social/ welfare services
88321,118095246,,2012,Germany,South Africa,2743810,23030,Power generation/renewable sources
91825,121186613,,2012,Japan,India,21556331,21030,Rail transport
91824,121186578,,2012,Japan,India,1597598808,21030,Rail transport
91627,120999303,,2012,Germany,South Africa,137116,16010,Social/ welfare services
91626,120999268,,2012,Germany,South Africa,73992,16010,Social/ welfare services
91625,120999235,,2012,Germany,South Africa,66566,16010,Social/ welfare services
91578,120997680,,2012,Germany,South Africa,326513,16010,Social/ welfare services
91577,120997650,,2012,Germany,South Africa,83275,16010,Social/ welfare services
91576,120997620,,2012,Germany,South Africa,70225,16010,Social/ welfare services
91574,120989740,,2012,Germany,India,4187985,23030,Power generation/renewable sources
91573,120989704,,2012,Germany,India,39826,23030,Power generation/renewable sources
91571,120989630,,2012,Germany,India,2207,23030,Power generation/renewable sources
91540,120988593,,2012,Germany,India,710127,32120,Industrial development
91484,120979098,,2012,Germany,Chile,67936,23030,Power generation/renewable sources
91436,120976866,,2012,Germany,Brazil,26073,32120,Industrial development
91435,120976833,,2012,Germany,Brazil,39750,32120,Industrial development
91431,120976701,,2012,Germany,Brazil,97205,32120,Industrial development
91142,120862301,,2012,United Kingdom,South Africa,40676,16010,Social/ welfare services
91128,120811859,,2012,United Kingdom,India,114746,16010,Social/ welfare services
91127,120811819,,2012,United Kingdom,India,2899,16010,Social/ welfare services
91126,120811779,,2012,United Kingdom,India,15118,16010,Social/ welfare services
90117,119023286,,2012,United States,India,89793,32220,Mineral/Metal prospection and exploration
90115,119023224,,2012,United States,India,6873,23020,Power generation/non-renewable sources
90114,119023138,,2012,United States,India,205436,22020,Telecommunications
90113,119023109,,2012,United States,India,73638,23020,Power generation/non-renewable sources
90112,119023025,,2012,United States,India,6873,21050,Air transport
90111,119022963,,2012,United States,India,9818,32220,Mineral/Metal prospection and exploration
90110,119022902,,2012,United States,India,6873,32220,Mineral/Metal prospection and exploration
90109,119022816,,2012,United States,India,73559,21050,Air transport
90108,119022706,,2012,United States,India,490922,21050,Air transport
90107,119022651,,2012,United States,India,607624,23020,Power generation/non-renewable sources
90106,119022609,,2012,United States,India,468015,23020,Power generation/non-renewable sources
90104,119022528,,2012,United States,India,273924,21050,Air transport
90103,119022444,,2012,United States,India,341030,21050,Air transport
90102,119022414,,2012,United States,India,196,21050,Air transport
90101,119022384,,2012,United States,India,6873,23020,Power generation/non-renewable sources
90100,119021672,,2012,United States,Colombia,7364,21050,Air transport
90099,119021577,,2012,United States,Colombia,48899,21050,Air transport
90119,119026460,,2012,United States,South Africa,309281,22020,Telecommunications
90097,119021419,,2012,United States,Colombia,625434,21050,Air transport
90121,119026604,,2012,United States,South Africa,341171,21050,Air transport
90123,119026852,,2012,United States,South Africa,230110,21050,Air transport
91124,120811701,,2012,United Kingdom,India,6359,23020,Power generation/non-renewable sources
91108,120811048,,2012,United Kingdom,India,51865,23030,Power generation/renewable sources
91094,120810488,,2012,United Kingdom,India,90574,23030,Power generation/renewable sources
91093,120810445,,2012,United Kingdom,India,26039,23030,Power generation/renewable sources
91092,120810402,,2012,United Kingdom,India,77086,23030,Power generation/renewable sources
91091,120810359,,2012,United Kingdom,India,69486,23030,Power generation/renewable sources
91079,120809851,,2012,United Kingdom,India,51392,23030,Power generation/renewable sources
91071,120809505,,2012,United Kingdom,India,76702,22020,Telecommunications
91063,120809171,,2012,United Kingdom,India,570778,16010,Social/ welfare services
91062,120809131,,2012,United Kingdom,India,195101,16010,Social/ welfare services
90310,119106274,,2012,United States,Brazil,296409,16010,Social/ welfare services
90296,119101811,,2012,United States,Thailand,49092,23020,Power generation/non-renewable sources
90295,119101612,,2012,United States,South Africa,73638,23020,Power generation/non-renewable sources
90294,119101583,,2012,United States,South Africa,147277,23020,Power generation/non-renewable sources
90222,119045807,,2012,United States,South Africa,15846,32120,Industrial development
90125,119028166,,2012,United States,Thailand,6775,21050,Air transport
90124,119028109,,2012,United States,Thailand,35141,21050,Air transport
90122,119026713,,2012,United States,South Africa,36688,23020,Power generation/non-renewable sources
88285,118092206,,2012,Germany,South Africa,480167,16010,Social/ welfare services
89095,118530129,,2012,United Kingdom,South Africa,19369830,23020,Power generation/non-renewable sources
88247,118085323,,2012,Japan,India,19828,16010,Social/ welfare services
86548,116689189,,2012,Italy,Colombia,78776,32120,Industrial development
86546,116688977,,2012,Italy,Colombia,109984,16010,Social/ welfare services
86545,116688870,,2012,Italy,Colombia,75105,16010,Social/ welfare services
86541,116688724,,2012,Italy,Colombia,90641,16010,Social/ welfare services
86532,116686386,,2012,Italy,Chile,45368,16010,Social/ welfare services
86520,116682389,,2012,Netherlands,Colombia,10329,16010,Social/ welfare services
86509,116681831,,2012,Netherlands,Colombia,2902948,16010,Social/ welfare services
86551,116689541,,2012,Italy,Colombia,181116,16010,Social/ welfare services
86493,116676347,,2012,Italy,Brazil,22615,16010,Social/ welfare services
86487,116675523,,2012,Italy,Brazil,151228,22020,Telecommunications
86467,116672636,,2012,Italy,Brazil,137480,16010,Social/ welfare services
86466,116672449,,2012,Italy,Brazil,156727,16010,Social/ welfare services
86465,116672271,,2012,Italy,Brazil,137480,16010,Social/ welfare services
86462,116671881,,2012,Italy,Brazil,61866,16010,Social/ welfare services
86459,116671416,,2012,Italy,Brazil,94545,16010,Social/ welfare services
86447,116654763,,2012,Italy,Thailand,27496,16010,Social/ welfare services
86491,116676058,,2012,Italy,Brazil,164976,16010,Social/ welfare services
86553,116689751,,2012,Italy,Colombia,137480,16010,Social/ welfare services
86556,116690067,,2012,Italy,Colombia,61866,16010,Social/ welfare services
86560,116690485,,2012,Italy,Colombia,37518,16010,Social/ welfare services
86622,116710782,,2012,Netherlands,South Africa,492988,32120,Industrial development
86610,116709719,,2012,Italy,India,121959,16010,Social/ welfare services
86606,116709368,,2012,Italy,India,145729,16010,Social/ welfare services
86605,116709234,,2012,Italy,India,16498,23030,Power generation/renewable sources
86596,116708404,,2012,Italy,India,61866,16010,Social/ welfare services
86593,116708125,,2012,Italy,India,13940,16010,Social/ welfare services
86586,116707512,,2012,Italy,India,50386,16010,Social/ welfare services
86585,116707407,,2012,Italy,India,37120,16010,Social/ welfare services
86581,116707062,,2012,Italy,India,31620,16010,Social/ welfare services
86579,116706851,,2012,Italy,India,109984,16010,Social/ welfare services
86575,116706473,,2012,Italy,India,64616,16010,Social/ welfare services
86574,116706369,,2012,Italy,India,182684,16010,Social/ welfare services
86573,116706297,,2012,Italy,India,41244,16010,Social/ welfare services
86570,116705990,,2012,Italy,India,59776,16010,Social/ welfare services
86563,116690794,,2012,Italy,Colombia,48709,22020,Telecommunications
86562,116690692,,2012,Italy,Colombia,329952,16010,Social/ welfare services
86561,116690589,,2012,Italy,Colombia,29215,16010,Social/ welfare services
86446,116654728,,2012,Italy,Thailand,68740,16010,Social/ welfare services
86623,116710820,,2012,Italy,India,41244,16010,Social/ welfare services
86443,116654623,,2012,Italy,Thailand,1650,16010,Social/ welfare services
86433,116642852,,2012,Italy,India,109984,16010,Social/ welfare services
85993,116348441,,2012,France,Brazil,573785,23030,Power generation/renewable sources
85977,116330011,,2012,France,Thailand,3130,16010,Social/ welfare services
85972,116329843,,2012,France,Thailand,347743,16010,Social/ welfare services
85893,116320838,,2012,France,South Africa,2006365,16010,Social/ welfare services
85891,116320701,,2012,France,South Africa,877532,16010,Social/ welfare services
85870,116283818,,2012,France,India,2903198,16010,Social/ welfare services
85862,116283398,,2012,France,India,158083,16010,Social/ welfare services
85996,116349631,,2012,France,India,821649,21030,Rail transport
85852,116263435,,2012,France,Colombia,324584,16010,Social/ welfare services
85834,116261626,,2012,France,Chile,79767,16010,Social/ welfare services
85828,116261327,,2012,France,Chile,196530,16010,Social/ welfare services
85822,116252770,,2012,France,Brazil,581042,16010,Social/ welfare services
85808,116252112,,2012,France,Brazil,166478,16010,Social/ welfare services
85806,116252013,,2012,France,Brazil,3799692,16010,Social/ welfare services
85789,116227966,,2012,France,Brazil,61251612,23030,Power generation/renewable sources
88264,118088714,,2012,Germany,South Africa,94855,16010,Social/ welfare services
85846,116263146,,2012,France,Colombia,1131097,16010,Social/ welfare services
86053,116370038,,2012,France,Brazil,7475,16010,Social/ welfare services
86126,116416244,,2012,France,Thailand,2131,16010,Social/ welfare services
86158,116417348,,2012,France,Thailand,1242,22020,Telecommunications
86432,116642779,,2012,Italy,India,20622,16010,Social/ welfare services
86431,116642706,,2012,Italy,India,30246,16010,Social/ welfare services
86427,116642461,,2012,Italy,India,6874,16010,Social/ welfare services
86418,116634560,,2012,Italy,Brazil,16498,16010,Social/ welfare services
86417,116634495,,2012,Italy,Brazil,15123,16010,Social/ welfare services
86416,116634445,,2012,Italy,Brazil,10998,16010,Social/ welfare services
86414,116634316,,2012,Italy,Brazil,41244,16010,Social/ welfare services
86410,116634077,,2012,Italy,Brazil,5912,16010,Social/ welfare services
86408,116633934,,2012,Italy,Brazil,27496,16010,Social/ welfare services
86407,116633889,,2012,Italy,Brazil,13748,16010,Social/ welfare services
86404,116633688,,2012,Italy,Brazil,13611,16010,Social/ welfare services
86381,116616999,,2012,Italy,Brazil,96965,16010,Social/ welfare services
86380,116616968,,2012,Italy,Brazil,273448,16010,Social/ welfare services
86379,116616900,,2012,Italy,Brazil,215143,16010,Social/ welfare services
86312,116578371,,2012,Italy,Brazil,12263,16010,Social/ welfare services
86302,116577741,,2012,Italy,Brazil,399,16010,Social/ welfare services
86301,116577669,,2012,Italy,Brazil,467,16010,Social/ welfare services
86442,116654588,,2012,Italy,Thailand,10311,16010,Social/ welfare services
86624,116710886,,2012,Netherlands,South Africa,68972,16010,Social/ welfare services
85966,116329642,,2012,France,Thailand,91414,16010,Social/ welfare services
86638,116711749,,2012,Italy,India,147104,16010,Social/ welfare services
87832,117938284,,2012,Germany,Brazil,1234715,23030,Power generation/renewable sources
87788,117935924,,2012,Germany,Brazil,3155382,16010,Social/ welfare services
87787,117935865,,2012,Germany,Brazil,4763783,23030,Power generation/renewable sources
87786,117935828,,2012,Germany,Brazil,5487621,23030,Power generation/renewable sources
87785,117935769,,2012,Germany,Brazil,6859526,23030,Power generation/renewable sources
87784,117935709,,2012,Germany,Brazil,42457853,23030,Power generation/renewable sources
87781,117935551,,2012,Germany,Brazil,78199,16010,Social/ welfare services
87865,117948781,,2012,Germany,Colombia,674531,16010,Social/ welfare services
87780,117935491,,2012,Germany,Brazil,15777,16010,Social/ welfare services
87778,117935394,,2012,Germany,Brazil,164629,16010,Social/ welfare services
87751,117888511,,2012,Norway,Thailand,13223,16010,Social/ welfare services
87748,117888403,,2012,Norway,Thailand,28952,16010,Social/ welfare services
87736,117885568,,2012,Norway,South Africa,572046,16010,Social/ welfare services
87734,117885496,,2012,Norway,South Africa,69889,16010,Social/ welfare services
87732,117885425,,2012,Norway,South Africa,2866,16010,Social/ welfare services
87731,117885389,,2012,Norway,South Africa,19425,16010,Social/ welfare services
87779,117935430,,2012,Germany,Brazil,144050,16010,Social/ welfare services
87930,117970076,,2012,Germany,India,30868,16010,Social/ welfare services
87980,117972869,,2012,Germany,India,617357,16010,Social/ welfare services
87981,117972930,,2012,Germany,India,178348,16010,Social/ welfare services
88244,118085013,,2012,Japan,India,91974,16010,Social/ welfare services
86637,116711645,,2012,Italy,India,24746,16010,Social/ welfare services
88242,118084809,,2012,Japan,India,126392,16010,Social/ welfare services
88238,118084615,,2012,Japan,India,373486,16010,Social/ welfare services
88157,118047124,,2012,Japan,Colombia,126531,16010,Social/ welfare services
88156,118047086,,2012,Japan,Colombia,126535,16010,Social/ welfare services
88149,118046422,,2012,Japan,Colombia,126050,16010,Social/ welfare services
88142,118045749,,2012,Japan,Colombia,125529,23030,Power generation/renewable sources
88094,118028617,,2012,Japan,Brazil,91567,16010,Social/ welfare services
88088,118028233,,2012,Japan,Brazil,100126,16010,Social/ welfare services
88084,118027936,,2012,Japan,Brazil,118011,16010,Social/ welfare services
88019,117975087,,2012,Germany,India,2057858,16010,Social/ welfare services
88018,117975026,,2012,Germany,India,59170697,23030,Power generation/renewable sources
87991,117973508,,2012,Germany,India,329854,23030,Power generation/renewable sources
87989,117973387,,2012,Germany,India,233224,16010,Social/ welfare services
87983,117973050,,2012,Germany,India,36218,16010,Social/ welfare services
87982,117972990,,2012,Germany,India,150910,16010,Social/ welfare services
87729,117885317,,2012,Norway,South Africa,7977,16010,Social/ welfare services
87728,117885281,,2012,Norway,South Africa,172667,16010,Social/ welfare services
88139,118045558,,2012,Japan,Colombia,94451,16010,Social/ welfare services
87700,117877420,,2012,Norway,Colombia,80578,16010,Social/ welfare services
87499,117721517,,2012,Canada,Brazil,12038,16010,Social/ welfare services
87497,117718039,,2012,Canada,Thailand,60072,32120,Industrial development
87496,117717515,,2012,Canada,South Africa,65099,32220,Mineral/Metal prospection and exploration
87495,117715347,,2012,Canada,India,44618,32120,Industrial development
87472,117713071,,2012,Canada,Colombia,65099,32120,Industrial development
87470,117712516,,2012,Canada,Chile,60092,16010,Social/ welfare services
87468,117712368,,2012,Canada,Brazil,38058,32120,Industrial development
87467,117712333,,2012,Canada,Brazil,64819,23030,Power generation/renewable sources
87466,117712296,,2012,Canada,Brazil,56787,32120,Industrial development
87029,117309146,,2012,Sweden,South Africa,496510,32120,Industrial development
87020,117308687,,2012,Sweden,South Africa,228736,16010,Social/ welfare services
87013,117308333,,2012,Sweden,South Africa,43307,32120,Industrial development
87002,117307764,,2012,Sweden,South Africa,43307,16010,Social/ welfare services
86663,116727549,,2012,Italy,Thailand,123732,16010,Social/ welfare services
86644,116712264,,2012,Italy,India,137480,16010,Social/ welfare services
87721,117879073,,2012,Norway,India,21714,16010,Social/ welfare services
86661,116727493,,2012,Italy,Thailand,123732,16010,Social/ welfare services
87510,117724985,,2012,Canada,India,16425,16010,Social/ welfare services
87527,117756752,,2012,Norway,Brazil,29615,16010,Social/ welfare services
87015,117308441,,2012,Sweden,South Africa,38580,23030,Power generation/renewable sources
87535,117757040,,2012,Norway,Brazil,53845,16010,Social/ welfare services
87532,117756931,,2012,Norway,Brazil,328732,16010,Social/ welfare services
87691,117876091,,2012,Norway,Brazil,51800,16010,Social/ welfare services
87690,117874179,,2012,Norway,South Africa,372727,23030,Power generation/renewable sources
87680,117859839,,2012,Norway,South Africa,3089830,16010,Social/ welfare services
87699,117877384,,2012,Norway,Colombia,46632,16010,Social/ welfare services
87678,117859769,,2012,Norway,South Africa,267634,32220,Mineral/Metal prospection and exploration
87671,117832756,,2012,Norway,India,31080,16010,Social/ welfare services
87668,117832650,,2012,Norway,India,25900,16010,Social/ welfare services
87689,117874144,,2012,Norway,South Africa,13875618,23030,Power generation/renewable sources
87615,117822983,,2012,Norway,Brazil,16403,16010,Social/ welfare services
87547,117759393,,2012,Norway,Colombia,1036003,16010,Social/ welfare services
87558,117766688,,2012,Norway,India,62006,16010,Social/ welfare services
87661,117832402,,2012,Norway,India,49932,16010,Social/ welfare services
87563,117766869,,2012,Norway,India,57498,32120,Industrial development
87692,117876127,,2012,Norway,Brazil,19281,16010,Social/ welfare services
87614,117822948,,2012,Norway,Brazil,28490,16010,Social/ welfare services
87604,117784459,,2012,Norway,South Africa,118199,16010,Social/ welfare services
87579,117767434,,2012,Norway,India,327273,16010,Social/ welfare services
97070,9.06001E+11,,2013,Germany,India,19469,16010,Social/ welfare services
97060,9.06001E+11,,2013,Germany,Colombia,34396,16010,Social/ welfare services
97059,9.06001E+11,,2013,Germany,Colombia,132852,16010,Social/ welfare services
97056,9.06001E+11,,2013,Germany,Colombia,902642,16010,Social/ welfare services
97052,9.06001E+11,,2013,Germany,Colombia,16831,16010,Social/ welfare services
97030,9.06001E+11,,2013,Germany,South Africa,26417,16010,Social/ welfare services
97071,9.06001E+11,,2013,Germany,India,32853,16010,Social/ welfare services
97042,9.06001E+11,,2013,Germany,India,696490,23030,Power generation/renewable sources
97036,9.06001E+11,,2013,Germany,South Africa,1515426,16010,Social/ welfare services
97033,9.06001E+11,,2013,Germany,South Africa,1631813,16010,Social/ welfare services
97031,9.06001E+11,,2013,Germany,South Africa,35446,16010,Social/ welfare services
97023,9.06001E+11,,2013,Germany,Thailand,31644,16010,Social/ welfare services
97050,9.06001E+11,,2013,Germany,Colombia,16028,16010,Social/ welfare services
97041,9.06001E+11,,2013,Germany,India,65707,23030,Power generation/renewable sources
97086,9.06001E+11,,2013,Germany,India,1046848,16010,Social/ welfare services
97078,9.06001E+11,,2013,Germany,South Africa,19712,16010,Social/ welfare services
97140,9.06001E+11,,2013,Germany,Brazil,2479328,16010,Social/ welfare services
97135,9.06001E+11,,2013,Germany,Chile,791209,32220,Mineral/Metal prospection and exploration
97022,9.06001E+11,,2013,Germany,Thailand,30939,16010,Social/ welfare services
97132,9.06001E+11,,2013,Germany,Chile,2085002,23030,Power generation/renewable sources
97130,9.06001E+11,,2013,Germany,Chile,322367,16010,Social/ welfare services
97129,9.06001E+11,,2013,Germany,Chile,393346,16010,Social/ welfare services
97072,9.06001E+11,,2013,Germany,India,77534,16010,Social/ welfare services
97110,9.06001E+11,,2013,Germany,Chile,69400,16010,Social/ welfare services
97097,9.06001E+11,,2013,Germany,South Africa,65481,16010,Social/ welfare services
97084,9.06001E+11,,2013,Germany,India,1603661,16010,Social/ welfare services
97083,9.06001E+11,,2013,Germany,India,5914,16010,Social/ welfare services
97081,9.06001E+11,,2013,Germany,India,20667,16010,Social/ welfare services
97080,9.06001E+11,,2013,Germany,South Africa,6571,16010,Social/ welfare services
97079,9.06001E+11,,2013,Germany,South Africa,6241,16010,Social/ welfare services
97098,9.06001E+11,,2013,Germany,South Africa,268083,16010,Social/ welfare services
97020,9.06001E+11,,2013,Germany,Thailand,355954,16010,Social/ welfare services
96071,9.06001E+11,,2013,Japan,India,1091462153,21030,Rail transport
97007,9.06001E+11,,2013,Germany,South Africa,170013,16010,Social/ welfare services
94860,9.06001E+11,,2013,France,Colombia,984924,16010,Social/ welfare services
97141,9.06001E+11,,2013,Germany,Brazil,2583426,16010,Social/ welfare services
94879,9.06001E+11,,2013,France,Colombia,361644,16010,Social/ welfare services
94883,9.06001E+11,,2013,France,Colombia,74173,16010,Social/ welfare services
94897,9.06001E+11,,2013,France,Colombia,30702,16010,Social/ welfare services
94910,9.06001E+11,,2013,France,Thailand,361116,16010,Social/ welfare services
94918,9.06001E+11,,2013,France,Colombia,3882,16010,Social/ welfare services
95677,9.06001E+11,,2013,Japan,South Africa,60002,16010,Social/ welfare services
95718,9.06001E+11,,2013,Japan,Thailand,22407,16010,Social/ welfare services
96000,9.06001E+11,,2013,Japan,South Africa,54351,16010,Social/ welfare services
96001,9.06001E+11,,2013,Japan,South Africa,51634,16010,Social/ welfare services
96002,9.06001E+11,,2013,Japan,South Africa,47002,16010,Social/ welfare services
96020,9.06001E+11,,2013,Japan,South Africa,70820,16010,Social/ welfare services
96042,9.06001E+11,,2013,Japan,India,30463319,21030,Rail transport
96043,9.06001E+11,,2013,Japan,India,10846788,21030,Rail transport
96061,9.06001E+11,,2013,Japan,India,55742269,21030,Rail transport
96073,9.06001E+11,,2013,Japan,India,390476122,21030,Rail transport
96998,9.06001E+11,,2013,Germany,Colombia,168209,32120,Industrial development
96987,9.06001E+11,,2013,Germany,Thailand,131864,16010,Social/ welfare services
96986,9.06001E+11,,2013,Germany,Thailand,150782,16010,Social/ welfare services
96972,9.06001E+11,,2013,Germany,Chile,87429,32220,Mineral/Metal prospection and exploration
96964,9.06001E+11,,2013,Germany,South Africa,2867,23030,Power generation/renewable sources
96942,9.06001E+11,,2013,Germany,South Africa,98400044,23030,Power generation/renewable sources
97019,9.06001E+11,,2013,Germany,Thailand,100609,16010,Social/ welfare services
96671,9.06001E+11,,2013,Japan,Brazil,63942,32120,Industrial development
96595,9.06001E+11,,2013,Japan,Colombia,79542,16010,Social/ welfare services
96561,9.06001E+11,,2013,Japan,Colombia,79160,16010,Social/ welfare services
96560,9.06001E+11,,2013,Japan,Colombia,81983,16010,Social/ welfare services
96556,9.06001E+11,,2013,Japan,Colombia,81373,16010,Social/ welfare services
96478,9.06001E+11,,2013,Japan,South Africa,62091,16010,Social/ welfare services
96074,9.06001E+11,,2013,Japan,India,529456774,21030,Rail transport
96646,9.06001E+11,,2013,Japan,Colombia,66310,23030,Power generation/renewable sources
97145,9.06001E+11,,2013,Germany,Brazil,246093,16010,Social/ welfare services
97806,9.06001E+11,,2013,Norway,India,6430,32120,Industrial development
97185,9.06001E+11,,2013,Germany,Thailand,10665,23030,Power generation/renewable sources
97796,9.06001E+11,,2013,Norway,Brazil,27770,16010,Social/ welfare services
97804,9.06001E+11,,2013,Norway,India,214890,32120,Industrial development
97823,9.06001E+11,,2013,Norway,Colombia,34292,16010,Social/ welfare services
97834,9.06001E+11,,2013,Norway,India,656688,16010,Social/ welfare services
97842,9.06001E+11,,2013,Norway,Brazil,27646,16010,Social/ welfare services
97843,9.06001E+11,,2013,Norway,South Africa,102875,16010,Social/ welfare services
